InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV178501,SC74441,CERAMIC PLANT POT,16,2023-03-26,2.0,CUST0202,Spain
INV391668,SC16599,GLASS VASE,8,2023-06-19,1.5,CUST0202,Spain
INV774567,SC59628,SILK CUSHION,8,2023-10-09,2.25,CUST0202,Spain
INV940183,SC85108,BLUE CERAMIC MUG,15,2023-08-16,1.25,CUST0203,Canada
INV568784,SC51426,LEATHER WALLET,3,2023-09-13,5.0,CUST0203,Canada
INV118632,SC23453,BLUE CERAMIC MUG,16,2023-12-01,1.25,CUST0203,Canada
INV684194,SC81971,METAL KEYCHAIN,14,2023-01-19,0.5,CUST0203,Canada
INV768507,SC49924,PAPER NOTEBOOK,20,2023-11-13,0.85,CUST0204,United Kingdom
INV316899,SC95799,KNITTED BLANKET,17,2023-10-15,4.5,CUST0204,United Kingdom
INV985331,SC69566,GLASS VASE,2,2023-04-25,1.5,CUST0205,Spain
INV729094,SC72014,GLASS VASE,18,2023-11-14,1.5,CUST0205,Spain
INV219562,SC22771,WICKER BASKET,12,2023-08-20,3.0,CUST0205,Spain
INV457938,SC56548,PAPER NOTEBOOK,8,2023-01-02,0.85,CUST0205,Spain
INV647341,SC59006,CERAMIC PLANT POT,10,2023-10-08,2.0,CUST0205,Spain
INV272129,SC74542,WICKER BASKET,4,2023-01-24,3.0,CUST0205,Spain
INV305438,SC34581,BLUE CERAMIC MUG,9,2023-11-09,1.25,CUST0206,France
INV579247,SC34979,BLUE CERAMIC MUG,13,2023-04-21,1.25,CUST0206,France
INV893928,SC64325,WICKER BASKET,11,2023-02-25,3.0,CUST0206,France
INV909652,SC69048,RED WOOL SCARF,19,2023-03-05,2.5,CUST0206,France
INV241176,SC75382,LEATHER WALLET,19,2023-09-16,5.0,CUST0206,France
INV680099,SC66729,RED WOOL SCARF,17,2023-01-25,2.5,CUST0206,France
INV633025,SC33226,CERAMIC PLANT POT,19,2023-09-05,2.0,CUST0206,France
INV506224,SC96182,WICKER BASKET,5,2023-02-23,3.0,CUST0207,Japan
INV628597,SC60418,BAMBOO CUTTING BOARD,20,2023-06-14,1.75,CUST0207,Japan
INV899407,SC42537,METAL KEYCHAIN,20,2023-12-21,0.5,CUST0207,Japan
INV943890,SC27481,GLASS VASE,10,2023-08-20,1.5,CUST0208,Australia
INV834018,SC77147,VINTAGE LAMP,14,2023-11-05,3.75,CUST0208,Australia
INV846454,SC82559,WOODEN PHOTO FRAME,18,2023-06-10,2.0,CUST0208,Australia
INV319899,SC91810,ENAMEL PIN SET,7,2023-04-13,0.75,CUST0208,Australia
INV462066,SC98129,WICKER BASKET,10,2023-12-18,3.0,CUST0208,Australia
INV668843,SC93476,VINTAGE LAMP,6,2023-09-15,3.75,CUST0208,Australia
INV689593,SC72963,GLASS VASE,4,2023-06-30,1.5,CUST0208,Australia
INV988459,SC65363,ENAMEL PIN SET,18,2023-05-27,0.75,CUST0209,Japan
INV211642,SC13312,PAPER NOTEBOOK,1,2023-09-25,0.85,CUST0209,Japan
INV802812,SC17419,METAL KEYCHAIN,5,2023-01-28,0.5,CUST0209,Japan
INV400538,SC99573,COTTON TOTE BAG,9,2023-03-24,1.0,CUST0209,Japan
INV824141,SC48684,WOODEN PHOTO FRAME,5,2023-02-01,2.0,CUST0209,Japan
INV476105,SC69322,COTTON TOTE BAG,18,2023-01-17,1.0,CUST0209,Japan
INV875414,SC83647,BLUE CERAMIC MUG,20,2023-12-12,1.25,CUST0209,Japan
INV401610,SC97096,COTTON TOTE BAG,17,2023-12-23,1.0,CUST0210,India
INV536801,SC99803,RED WOOL SCARF,13,2023-07-18,2.5,CUST0210,India
INV113595,SC42943,GLASS VASE,18,2023-01-28,1.5,CUST0210,India
INV970300,SC39563,COTTON TOTE BAG,20,2023-08-15,1.0,CUST0210,India
INV673167,SC89087,KNITTED BLANKET,12,2023-10-29,4.5,CUST0210,India
INV570616,SC33255,COTTON TOTE BAG,7,2023-05-31,1.0,CUST0210,India
INV282237,SC77350,ENAMEL PIN SET,3,2023-04-06,0.75,CUST0210,India
INV683635,SC44634,RED WOOL SCARF,14,2023-05-23,2.5,CUST0211,Germany
INV987110,SC43425,VINTAGE LAMP,6,2023-10-27,3.75,CUST0211,Germany
INV844163,SC30290,RED WOOL SCARF,11,2023-08-27,2.5,CUST0211,Germany
INV725874,SC16665,RED WOOL SCARF,5,2023-06-15,2.5,CUST0211,Germany
INV415783,SC74297,PAPER NOTEBOOK,20,2023-12-05,0.85,CUST0211,Germany
INV475479,SC19552,PAPER NOTEBOOK,19,2023-10-09,0.85,CUST0211,Germany
INV330646,SC34100,PAPER NOTEBOOK,11,2023-09-27,0.85,CUST0211,Germany
INV536135,SC81182,PAPER NOTEBOOK,17,2023-03-23,0.85,CUST0212,Italy
INV466375,SC38992,SILK CUSHION,13,2023-02-17,2.25,CUST0212,Italy
INV329056,SC91039,GLASS VASE,12,2023-05-31,1.5,CUST0213,India
INV963699,SC95105,SILK CUSHION,16,2023-10-15,2.25,CUST0213,India
INV462814,SC68414,RED WOOL SCARF,4,2023-12-09,2.5,CUST0213,India
INV355671,SC15226,COTTON TOTE BAG,20,2023-11-15,1.0,CUST0213,India
INV934883,SC24860,ENAMEL PIN SET,11,2023-07-15,0.75,CUST0213,India
INV859143,SC47070,METAL KEYCHAIN,9,2023-10-04,0.5,CUST0213,India
INV610451,SC15747,SILK CUSHION,17,2023-08-17,2.25,CUST0214,United Kingdom
INV638857,SC20793,WOODEN PHOTO FRAME,7,2023-06-14,2.0,CUST0214,United Kingdom
INV659106,SC10960,BLUE CERAMIC MUG,6,2023-10-03,1.25,CUST0214,United Kingdom
INV802897,SC92511,ENAMEL PIN SET,3,2023-04-18,0.75,CUST0214,United Kingdom
INV544815,SC23621,PAPER NOTEBOOK,7,2023-12-17,0.85,CUST0214,United Kingdom
INV877388,SC67047,COTTON TOTE BAG,18,2023-12-26,1.0,CUST0214,United Kingdom
INV139726,SC21471,RED WOOL SCARF,15,2023-06-19,2.5,CUST0215,Germany
INV932794,SC43018,BLUE CERAMIC MUG,2,2023-04-02,1.25,CUST0215,Germany
INV961530,SC39837,SILK CUSHION,3,2023-10-22,2.25,CUST0215,Germany
INV524094,SC66757,METAL KEYCHAIN,15,2023-11-19,0.5,CUST0216,Australia
INV806004,SC25506,GLASS VASE,1,2023-07-19,1.5,CUST0216,Australia
INV855274,SC91048,SILK CUSHION,1,2023-11-25,2.25,CUST0216,Australia
INV834928,SC19514,BLUE CERAMIC MUG,19,2023-01-24,1.25,CUST0216,Australia
INV403915,SC99899,GLASS VASE,17,2023-02-24,1.5,CUST0216,Australia
INV395192,SC67367,WOODEN PHOTO FRAME,20,2023-02-14,2.0,CUST0216,Australia
INV132316,SC72126,METAL KEYCHAIN,13,2023-12-05,0.5,CUST0216,Australia
INV409307,SC93105,VINTAGE LAMP,13,2023-10-07,3.75,CUST0217,France
INV933635,SC94926,VINTAGE LAMP,10,2023-12-13,3.75,CUST0217,France
INV682032,SC28530,GLASS VASE,1,2023-10-11,1.5,CUST0217,France
INV700538,SC88204,BLUE CERAMIC MUG,2,2023-01-03,1.25,CUST0217,France
INV322022,SC64087,WOODEN PHOTO FRAME,7,2023-06-26,2.0,CUST0218,Canada
INV268772,SC34116,KNITTED BLANKET,17,2023-03-14,4.5,CUST0218,Canada
INV803571,SC84356,COTTON TOTE BAG,4,2023-04-03,1.0,CUST0219,India
INV583671,SC94498,CERAMIC PLANT POT,2,2023-10-09,2.0,CUST0219,India
INV804313,SC18829,SILK CUSHION,3,2023-05-29,2.25,CUST0219,India
INV860835,SC86099,WOODEN PHOTO FRAME,4,2023-04-12,2.0,CUST0219,India
INV234443,SC97988,LEATHER WALLET,11,2023-07-02,5.0,CUST0219,India
INV302897,SC51652,WOODEN PHOTO FRAME,20,2023-02-05,2.0,CUST0220,India
INV746281,SC96431,LEATHER WALLET,15,2023-06-18,5.0,CUST0220,India
INV946934,SC51462,BAMBOO CUTTING BOARD,19,2023-07-06,1.75,CUST0221,Australia
INV428429,SC42266,METAL KEYCHAIN,6,2023-01-03,0.5,CUST0221,Australia
INV875753,SC93995,PAPER NOTEBOOK,8,2023-12-31,0.85,CUST0221,Australia
INV812591,SC53458,CERAMIC PLANT POT,12,2023-03-10,2.0,CUST0222,Canada
INV566991,SC57020,KNITTED BLANKET,16,2023-08-25,4.5,CUST0222,Canada
INV678469,SC24264,PAPER NOTEBOOK,10,2023-09-07,0.85,CUST0222,Canada
INV982683,SC46780,VINTAGE LAMP,20,2023-02-11,3.75,CUST0222,Canada
INV305973,SC44502,CERAMIC PLANT POT,5,2023-10-03,2.0,CUST0222,Canada
INV762308,SC14088,KNITTED BLANKET,1,2023-09-17,4.5,CUST0223,Germany
INV524814,SC87337,CERAMIC PLANT POT,19,2023-10-24,2.0,CUST0223,Germany
INV665892,SC71879,SILK CUSHION,9,2023-10-06,2.25,CUST0224,India
INV868844,SC48141,METAL KEYCHAIN,8,2023-10-29,0.5,CUST0225,France
INV635205,SC21869,VINTAGE LAMP,15,2023-09-14,3.75,CUST0225,France
INV111106,SC96858,METAL KEYCHAIN,12,2023-09-15,0.5,CUST0225,France
INV273899,SC77388,COTTON TOTE BAG,20,2023-12-17,1.0,CUST0225,France
INV287847,SC84233,VINTAGE LAMP,15,2023-03-23,3.75,CUST0225,France
INV476224,SC15297,BAMBOO CUTTING BOARD,5,2023-09-05,1.75,CUST0225,France
INV487380,SC40673,COTTON TOTE BAG,3,2023-05-16,1.0,CUST0226,India
INV929906,SC57349,RED WOOL SCARF,7,2023-09-23,2.5,CUST0226,India
INV148693,SC15230,METAL KEYCHAIN,16,2023-08-21,0.5,CUST0226,India
INV837920,SC78337,ENAMEL PIN SET,11,2023-02-22,0.75,CUST0226,India
INV706739,SC81349,ENAMEL PIN SET,9,2023-05-15,0.75,CUST0226,India
INV785428,SC59613,BAMBOO CUTTING BOARD,6,2023-07-12,1.75,CUST0226,India
INV976052,SC20202,GLASS VASE,19,2023-12-01,1.5,CUST0226,India
INV333726,SC77681,SILK CUSHION,9,2023-07-12,2.25,CUST0226,India
INV931161,SC73191,CERAMIC PLANT POT,12,2023-09-07,2.0,CUST0227,Canada
INV626214,SC28214,KNITTED BLANKET,20,2023-01-04,4.5,CUST0227,Canada
INV180832,SC77441,LEATHER WALLET,6,2023-04-28,5.0,CUST0227,Canada
INV257538,SC34498,ENAMEL PIN SET,9,2023-04-19,0.75,CUST0227,Canada
INV852146,SC25509,VINTAGE LAMP,12,2023-11-05,3.75,CUST0227,Canada
INV950576,SC53283,ENAMEL PIN SET,8,2023-08-01,0.75,CUST0227,Canada
INV320939,SC87436,ENAMEL PIN SET,16,2023-09-03,0.75,CUST0228,Germany
INV355506,SC15655,VINTAGE LAMP,14,2023-01-12,3.75,CUST0228,Germany
INV268956,SC27658,VINTAGE LAMP,19,2023-10-31,3.75,CUST0228,Germany
INV700067,SC29249,ENAMEL PIN SET,17,2023-01-21,0.75,CUST0228,Germany
INV288783,SC77717,RED WOOL SCARF,6,2023-05-13,2.5,CUST0228,Germany
INV768595,SC12440,METAL KEYCHAIN,20,2023-10-16,0.5,CUST0228,Germany
INV327114,SC68877,KNITTED BLANKET,10,2023-02-13,4.5,CUST0228,Germany
INV278852,SC38752,BAMBOO CUTTING BOARD,16,2023-09-04,1.75,CUST0228,Germany
INV753484,SC96461,PAPER NOTEBOOK,19,2023-04-04,0.85,CUST0229,Canada
INV859364,SC99861,SILK CUSHION,9,2023-03-27,2.25,CUST0229,Canada
INV719284,SC19023,GLASS VASE,15,2023-11-02,1.5,CUST0229,Canada
INV117367,SC36522,METAL KEYCHAIN,5,2023-02-25,0.5,CUST0230,India
INV540186,SC29603,SILK CUSHION,17,2023-12-17,2.25,CUST0230,India
INV598985,SC90576,BAMBOO CUTTING BOARD,4,2023-04-01,1.75,CUST0230,India
INV627778,SC25403,BAMBOO CUTTING BOARD,2,2023-09-30,1.75,CUST0230,India
INV236659,SC89098,BLUE CERAMIC MUG,16,2023-12-04,1.25,CUST0230,India
INV780768,SC66557,SILK CUSHION,1,2023-12-14,2.25,CUST0230,India
INV145548,SC79444,SILK CUSHION,14,2023-07-09,2.25,CUST0230,India
INV467544,SC87207,PAPER NOTEBOOK,16,2023-07-15,0.85,CUST0231,Canada
INV546157,SC27548,PAPER NOTEBOOK,19,2023-02-20,0.85,CUST0231,Canada
INV187889,SC47128,WOODEN PHOTO FRAME,16,2023-04-30,2.0,CUST0231,Canada
INV370328,SC34775,BAMBOO CUTTING BOARD,18,2023-07-29,1.75,CUST0231,Canada
INV645009,SC10942,BAMBOO CUTTING BOARD,17,2023-03-02,1.75,CUST0232,United Kingdom
INV479867,SC23970,WICKER BASKET,11,2023-07-29,3.0,CUST0233,Canada
INV713805,SC43244,VINTAGE LAMP,14,2023-11-30,3.75,CUST0233,Canada
INV692099,SC57925,WOODEN PHOTO FRAME,18,2023-08-05,2.0,CUST0233,Canada
INV516760,SC36698,BAMBOO CUTTING BOARD,9,2023-12-15,1.75,CUST0233,Canada
INV681866,SC73407,VINTAGE LAMP,12,2023-10-14,3.75,CUST0234,Canada
INV461083,SC62183,WOODEN PHOTO FRAME,10,2023-10-23,2.0,CUST0234,Canada
INV224870,SC40116,WICKER BASKET,5,2023-12-04,3.0,CUST0234,Canada
INV324875,SC76629,LEATHER WALLET,6,2023-02-21,5.0,CUST0234,Canada
INV743852,SC99727,METAL KEYCHAIN,11,2023-10-09,0.5,CUST0234,Canada
INV508004,SC93345,WICKER BASKET,2,2023-03-24,3.0,CUST0234,Canada
INV594580,SC88675,RED WOOL SCARF,3,2023-03-16,2.5,CUST0234,Canada
INV375871,SC39067,METAL KEYCHAIN,3,2023-02-02,0.5,CUST0234,Canada
INV520106,SC90473,BAMBOO CUTTING BOARD,2,2023-07-16,1.75,CUST0235,USA
INV846172,SC88311,ENAMEL PIN SET,17,2023-05-27,0.75,CUST0235,USA
INV111230,SC36438,ENAMEL PIN SET,16,2023-08-13,0.75,CUST0236,United Kingdom
INV304206,SC14405,CERAMIC PLANT POT,17,2023-05-27,2.0,CUST0236,United Kingdom
INV640869,SC40365,PAPER NOTEBOOK,20,2023-09-19,0.85,CUST0236,United Kingdom
INV350878,SC95854,ENAMEL PIN SET,2,2023-07-04,0.75,CUST0237,Japan
INV389340,SC62354,RED WOOL SCARF,6,2023-02-14,2.5,CUST0237,Japan
INV714549,SC36255,GLASS VASE,13,2023-07-27,1.5,CUST0237,Japan
INV676289,SC47289,WICKER BASKET,3,2023-02-16,3.0,CUST0238,Italy
INV735818,SC35496,GLASS VASE,9,2023-04-26,1.5,CUST0239,Italy
INV104877,SC44223,LEATHER WALLET,13,2023-10-22,5.0,CUST0239,Italy
INV211636,SC83220,VINTAGE LAMP,14,2023-09-17,3.75,CUST0239,Italy
INV456480,SC25336,BLUE CERAMIC MUG,17,2023-05-31,1.25,CUST0239,Italy
INV664032,SC85352,PAPER NOTEBOOK,17,2023-05-12,0.85,CUST0239,Italy
INV690525,SC73390,WOODEN PHOTO FRAME,15,2023-07-13,2.0,CUST0239,Italy
INV583100,SC86916,PAPER NOTEBOOK,15,2023-12-15,0.85,CUST0240,India
INV221916,SC43792,CERAMIC PLANT POT,1,2023-09-04,2.0,CUST0240,India
INV926965,SC38885,BLUE CERAMIC MUG,13,2023-11-21,1.25,CUST0240,India
INV532459,SC56281,ENAMEL PIN SET,8,2023-06-11,0.75,CUST0240,India
INV834861,SC44517,SILK CUSHION,18,2023-01-05,2.25,CUST0240,India
INV518309,SC98302,COTTON TOTE BAG,10,2023-02-17,1.0,CUST0240,India
INV429119,SC56338,SILK CUSHION,6,2023-09-01,2.25,CUST0241,USA
INV291663,SC99536,COTTON TOTE BAG,19,2023-05-18,1.0,CUST0241,USA
INV871153,SC41726,WICKER BASKET,7,2023-05-01,3.0,CUST0242,India
INV340341,SC36577,CERAMIC PLANT POT,9,2023-04-16,2.0,CUST0242,India
INV473321,SC30446,CERAMIC PLANT POT,8,2023-11-13,2.0,CUST0242,India
INV182300,SC98580,PAPER NOTEBOOK,4,2023-03-03,0.85,CUST0242,India
INV106945,SC80972,ENAMEL PIN SET,16,2023-11-11,0.75,CUST0242,India
INV750817,SC51342,RED WOOL SCARF,16,2023-07-10,2.5,CUST0242,India
INV614646,SC33969,LEATHER WALLET,19,2023-05-21,5.0,CUST0242,India
INV517206,SC39110,PAPER NOTEBOOK,17,2023-05-24,0.85,CUST0242,India
INV601554,SC80879,RED WOOL SCARF,17,2023-08-05,2.5,CUST0243,Japan
INV512842,SC99959,RED WOOL SCARF,17,2023-06-27,2.5,CUST0243,Japan
INV226215,SC77922,PAPER NOTEBOOK,6,2023-08-23,0.85,CUST0243,Japan
INV806848,SC37623,WICKER BASKET,1,2023-01-07,3.0,CUST0244,Spain
INV441244,SC57395,METAL KEYCHAIN,19,2023-02-21,0.5,CUST0244,Spain
INV675210,SC44452,BAMBOO CUTTING BOARD,9,2023-04-06,1.75,CUST0244,Spain
INV742865,SC54970,COTTON TOTE BAG,9,2023-08-30,1.0,CUST0244,Spain
INV544536,SC37594,GLASS VASE,6,2023-09-13,1.5,CUST0244,Spain
INV995825,SC62506,METAL KEYCHAIN,12,2023-07-06,0.5,CUST0244,Spain
INV703867,SC99916,VINTAGE LAMP,19,2023-03-09,3.75,CUST0245,Australia
INV943146,SC40907,COTTON TOTE BAG,4,2023-05-19,1.0,CUST0245,Australia
INV305587,SC29116,SILK CUSHION,14,2023-07-15,2.25,CUST0245,Australia
INV944804,SC11276,PAPER NOTEBOOK,5,2023-08-31,0.85,CUST0245,Australia
INV241003,SC92660,VINTAGE LAMP,14,2023-09-13,3.75,CUST0245,Australia
INV923481,SC73782,SILK CUSHION,18,2023-06-11,2.25,CUST0245,Australia
INV695417,SC16253,WOODEN PHOTO FRAME,9,2023-10-15,2.0,CUST0245,Australia
INV271276,SC17869,METAL KEYCHAIN,4,2023-12-20,0.5,CUST0245,Australia
INV880762,SC53864,LEATHER WALLET,4,2023-08-19,5.0,CUST0246,India
INV687569,SC83071,WOODEN PHOTO FRAME,12,2023-07-04,2.0,CUST0246,India
INV120798,SC63970,KNITTED BLANKET,9,2023-06-26,4.5,CUST0246,India
INV734992,SC36077,BLUE CERAMIC MUG,12,2023-12-14,1.25,CUST0246,India
INV780663,SC80574,BAMBOO CUTTING BOARD,19,2023-11-29,1.75,CUST0246,India
INV635239,SC73896,GLASS VASE,11,2023-12-11,1.5,CUST0247,France
INV499581,SC90434,PAPER NOTEBOOK,15,2023-02-10,0.85,CUST0247,France
INV251884,SC31964,WOODEN PHOTO FRAME,15,2023-11-20,2.0,CUST0247,France
INV761938,SC90256,ENAMEL PIN SET,11,2023-08-04,0.75,CUST0247,France
INV182954,SC31233,BAMBOO CUTTING BOARD,13,2023-02-06,1.75,CUST0247,France
INV405509,SC45058,GLASS VASE,11,2023-12-01,1.5,CUST0248,USA
INV566509,SC57600,BAMBOO CUTTING BOARD,13,2023-05-19,1.75,CUST0248,USA
INV572161,SC64262,WICKER BASKET,19,2023-09-24,3.0,CUST0248,USA
INV231113,SC40753,VINTAGE LAMP,6,2023-01-12,3.75,CUST0248,USA
INV208013,SC22524,COTTON TOTE BAG,6,2023-07-23,1.0,CUST0249,Australia
INV156440,SC13455,BLUE CERAMIC MUG,16,2023-10-08,1.25,CUST0249,Australia
INV262816,SC21050,BLUE CERAMIC MUG,9,2023-11-13,1.25,CUST0250,Canada
INV340497,SC42426,ENAMEL PIN SET,13,2023-06-08,0.75,CUST0250,Canada
INV652329,SC32361,ENAMEL PIN SET,5,2023-03-09,0.75,CUST0251,Australia
INV474175,SC52624,RED WOOL SCARF,2,2023-12-06,2.5,CUST0251,Australia
INV666843,SC45705,CERAMIC PLANT POT,16,2023-08-28,2.0,CUST0251,Australia
INV831510,SC80685,SILK CUSHION,15,2023-03-11,2.25,CUST0251,Australia
INV578720,SC92712,VINTAGE LAMP,19,2023-11-02,3.75,CUST0251,Australia
INV648887,SC93858,WICKER BASKET,19,2023-08-11,3.0,CUST0251,Australia
INV464032,SC73131,ENAMEL PIN SET,18,2023-06-08,0.75,CUST0251,Australia
INV563324,SC50352,SILK CUSHION,8,2023-02-15,2.25,CUST0251,Australia
INV111068,SC10012,WOODEN PHOTO FRAME,5,2023-06-05,2.0,CUST0252,USA
INV400692,SC71498,SILK CUSHION,5,2023-06-26,2.25,CUST0252,USA
INV615827,SC72530,SILK CUSHION,1,2023-12-19,2.25,CUST0252,USA
INV936726,SC48393,WOODEN PHOTO FRAME,1,2023-08-09,2.0,CUST0252,USA
INV674842,SC58974,BAMBOO CUTTING BOARD,8,2023-01-04,1.75,CUST0252,USA
INV558339,SC61740,COTTON TOTE BAG,14,2023-10-15,1.0,CUST0252,USA
INV508654,SC59592,COTTON TOTE BAG,6,2023-11-27,1.0,CUST0252,USA
INV351198,SC77713,BLUE CERAMIC MUG,14,2023-11-17,1.25,CUST0253,India
INV817897,SC45633,PAPER NOTEBOOK,20,2023-12-22,0.85,CUST0253,India
INV532961,SC34641,WOODEN PHOTO FRAME,18,2023-05-18,2.0,CUST0253,India
INV243260,SC47957,CERAMIC PLANT POT,3,2023-04-04,2.0,CUST0253,India
INV574760,SC45669,BLUE CERAMIC MUG,15,2023-11-13,1.25,CUST0253,India
INV259540,SC16505,COTTON TOTE BAG,11,2023-01-10,1.0,CUST0254,Japan
INV207241,SC46977,SILK CUSHION,1,2023-04-06,2.25,CUST0254,Japan
INV862427,SC11075,WOODEN PHOTO FRAME,5,2023-08-13,2.0,CUST0254,Japan
INV115440,SC74694,COTTON TOTE BAG,3,2023-03-19,1.0,CUST0254,Japan
INV426711,SC75325,COTTON TOTE BAG,11,2023-08-04,1.0,CUST0254,Japan
INV929868,SC14159,GLASS VASE,15,2023-12-23,1.5,CUST0254,Japan
INV158760,SC44931,GLASS VASE,3,2023-03-16,1.5,CUST0254,Japan
INV669578,SC71623,PAPER NOTEBOOK,13,2023-02-06,0.85,CUST0254,Japan
INV968485,SC11653,KNITTED BLANKET,9,2023-07-15,4.5,CUST0255,France
INV908688,SC68059,BLUE CERAMIC MUG,8,2023-07-17,1.25,CUST0255,France
INV583220,SC22315,COTTON TOTE BAG,2,2023-04-12,1.0,CUST0255,France
INV508024,SC99318,SILK CUSHION,7,2023-08-31,2.25,CUST0255,France
INV646230,SC26009,VINTAGE LAMP,2,2023-10-09,3.75,CUST0256,Australia
INV413328,SC36047,WOODEN PHOTO FRAME,16,2023-11-23,2.0,CUST0256,Australia
INV328367,SC24801,GLASS VASE,2,2023-12-08,1.5,CUST0256,Australia
INV115799,SC31936,COTTON TOTE BAG,14,2023-06-16,1.0,CUST0256,Australia
INV225461,SC61879,PAPER NOTEBOOK,9,2023-10-27,0.85,CUST0256,Australia
INV144033,SC86162,PAPER NOTEBOOK,8,2023-01-05,0.85,CUST0256,Australia
INV265358,SC75525,GLASS VASE,3,2023-05-08,1.5,CUST0257,Spain
INV896456,SC91937,BLUE CERAMIC MUG,20,2023-06-23,1.25,CUST0257,Spain
INV775885,SC30174,RED WOOL SCARF,2,2023-07-02,2.5,CUST0257,Spain
INV432125,SC83184,VINTAGE LAMP,16,2023-04-30,3.75,CUST0258,Italy
INV868804,SC35292,PAPER NOTEBOOK,12,2023-08-13,0.85,CUST0258,Italy
INV141406,SC73609,GLASS VASE,5,2023-05-09,1.5,CUST0259,United Kingdom
INV409030,SC81137,WICKER BASKET,15,2023-10-14,3.0,CUST0259,United Kingdom
INV694229,SC34461,WICKER BASKET,16,2023-04-08,3.0,CUST0259,United Kingdom
INV867979,SC71393,SILK CUSHION,12,2023-06-15,2.25,CUST0259,United Kingdom
INV268132,SC19027,WOODEN PHOTO FRAME,20,2023-10-11,2.0,CUST0259,United Kingdom
INV410035,SC44517,SILK CUSHION,5,2023-08-19,2.25,CUST0259,United Kingdom
INV100754,SC93627,SILK CUSHION,12,2023-08-21,2.25,CUST0259,United Kingdom
INV749838,SC57720,WICKER BASKET,6,2023-01-10,3.0,CUST0260,Italy
INV436272,SC18302,PAPER NOTEBOOK,20,2023-05-03,0.85,CUST0260,Italy
INV299092,SC78690,ENAMEL PIN SET,18,2023-07-18,0.75,CUST0260,Italy
INV261618,SC90352,ENAMEL PIN SET,16,2023-10-10,0.75,CUST0260,Italy
INV772036,SC52208,WOODEN PHOTO FRAME,11,2023-07-29,2.0,CUST0260,Italy
INV790897,SC18739,BLUE CERAMIC MUG,4,2023-09-25,1.25,CUST0260,Italy
INV132792,SC36486,RED WOOL SCARF,5,2023-04-02,2.5,CUST0260,Italy
INV698749,SC94115,COTTON TOTE BAG,4,2023-01-17,1.0,CUST0261,Germany
INV613707,SC78920,CERAMIC PLANT POT,13,2023-12-03,2.0,CUST0261,Germany
INV151470,SC58018,BAMBOO CUTTING BOARD,19,2023-05-12,1.75,CUST0261,Germany
INV113721,SC37359,COTTON TOTE BAG,20,2023-02-06,1.0,CUST0261,Germany
INV590795,SC93744,ENAMEL PIN SET,16,2023-02-10,0.75,CUST0261,Germany
INV879592,SC64519,RED WOOL SCARF,12,2023-10-13,2.5,CUST0261,Germany
INV161132,SC90862,CERAMIC PLANT POT,12,2023-12-29,2.0,CUST0261,Germany
INV869969,SC19225,WOODEN PHOTO FRAME,17,2023-01-21,2.0,CUST0261,Germany
INV206142,SC40279,COTTON TOTE BAG,17,2023-02-19,1.0,CUST0262,Australia
INV302500,SC78969,SILK CUSHION,13,2023-04-08,2.25,CUST0262,Australia
INV882351,SC23829,SILK CUSHION,18,2023-08-01,2.25,CUST0263,India
INV807256,SC70125,PAPER NOTEBOOK,19,2023-07-03,0.85,CUST0263,India
INV274912,SC33644,WICKER BASKET,14,2023-02-23,3.0,CUST0263,India
INV265860,SC79979,SILK CUSHION,11,2023-12-03,2.25,CUST0264,Italy
INV430463,SC82100,BAMBOO CUTTING BOARD,15,2023-06-30,1.75,CUST0264,Italy
INV901305,SC93000,GLASS VASE,12,2023-07-31,1.5,CUST0264,Italy
INV352415,SC83812,METAL KEYCHAIN,11,2023-11-08,0.5,CUST0264,Italy
INV902903,SC82120,SILK CUSHION,7,2023-07-12,2.25,CUST0264,Italy
INV574379,SC68654,KNITTED BLANKET,9,2023-07-04,4.5,CUST0264,Italy
INV398301,SC88087,METAL KEYCHAIN,1,2023-01-18,0.5,CUST0264,Italy
INV414922,SC39083,KNITTED BLANKET,10,2023-01-04,4.5,CUST0265,United Kingdom
INV909000,SC46170,COTTON TOTE BAG,11,2023-01-12,1.0,CUST0265,United Kingdom
INV683347,SC84798,KNITTED BLANKET,18,2023-09-19,4.5,CUST0265,United Kingdom
INV472932,SC30461,BLUE CERAMIC MUG,2,2023-08-24,1.25,CUST0266,Japan
INV710434,SC42749,VINTAGE LAMP,9,2023-07-07,3.75,CUST0266,Japan
INV196369,SC84774,COTTON TOTE BAG,9,2023-06-03,1.0,CUST0266,Japan
INV931420,SC73246,WICKER BASKET,3,2023-06-16,3.0,CUST0267,Canada
INV836989,SC85527,VINTAGE LAMP,16,2023-12-20,3.75,CUST0267,Canada
INV773452,SC49373,CERAMIC PLANT POT,4,2023-11-01,2.0,CUST0267,Canada
INV182289,SC17329,RED WOOL SCARF,19,2023-07-15,2.5,CUST0267,Canada
INV226395,SC39716,KNITTED BLANKET,14,2023-08-02,4.5,CUST0268,USA
INV764678,SC92862,WICKER BASKET,20,2023-01-06,3.0,CUST0268,USA
INV649855,SC15397,METAL KEYCHAIN,2,2023-06-06,0.5,CUST0268,USA
INV256846,SC52838,GLASS VASE,18,2023-10-17,1.5,CUST0268,USA
INV152973,SC98294,SILK CUSHION,8,2023-03-20,2.25,CUST0268,USA
INV889410,SC88005,WICKER BASKET,13,2023-08-17,3.0,CUST0268,USA
